-27.4798,-35.5425,-50.927
-27.4798,-33.9533,-49.6831
-32.766,-36.087,-54.8121
-31.9147,-35.3249,-52.9237
-30.0498,-37.9676,-52.9237
-30.0498,-35.3123,-52.833
-27.4474,-36.2532,-52.7866
-26.5955,-34.3004,-51.1238
-26.4839,-33.8278,-52.928
-27.4468,-33.5051,-53.7545
-27.4797,-36.2232,-53.1268
-27.5223,-36.2232,-56.8157
-27.5223,-36.2232,-51.373
-23.1052,-36.2232,-52.7319
-22.0813,-34.1888,-53.8443
-12.3029,-35.3526,-43.0995
